,Protein.Name,Sample,Replicate1,Replicate2,CoV
330,CHOYP_PDIA3.1.1|m.60223 IFFAVSNSK y5,O06,0.018514556,0.024315315,19.15371528
336,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y6,O06,0.002853855,0.003792098,19.96516723
337,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y7,O06,0.017469369,0.023012448,19.36448825
341,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y4,O06,0.00287486,0.003690047,17.56077181
344, ELGLNNDITNMNGGAIALGHPLAASGTR y10,O08,0.000706508,0.000795921,8.416255911
345, ELGLNNDITNMNGGAIALGHPLAASGTR y12,O08,0.000478884,0.000552448,10.08746058
346, ELGLNNDITNMNGGAIALGHPLAASGTR y8,O08,0.001563563,0.001351911,10.26661247
347, ITGHLAHELQR y5,O08,0.000738195,0.000717133,2.04668928
348, ITGHLAHELQR y6,O08,0.001664228,0.00163958,1.055054594
349, ITGHLAHELQR y7,O08,0.00110639,0.001445781,18.80641768
350, QYNLTPLAR y4,O08,0.002375344,0.002239091,4.17584269
351, QYNLTPLAR y5,O08,0.001935748,0.00219634,8.918804356
352, QYNLTPLAR y6,O08,0.00104715,0.001052797,0.380336039
353,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y4,O08,0.010199192,0.013246177,18.37926742
354,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y5,O08,0.007866342,0.009339487,12.10834889
355,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y6,O08,0.026868076,0.032402774,13.20589265
359,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y11,O08,0.000513492,0.000507879,0.777175129
360,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y8,O08,0.003145534,0.003288112,3.134069669
361,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y9,O08,0.001580998,0.001819138,9.904920462
362,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y6,O08,0.001760499,0.002280186,18.18873025
363,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y7,O08,0.003623682,0.004672611,17.88039232
366,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y7,O08,0.004009026,0.004383497,6.310153771
370,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y8,O08,0.00181924,0.002036387,7.964782455
371,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y4,O08,0.001704537,0.001978834,10.53153398
372,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y5,O08,0.004391306,0.005356457,14.00248277
373,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y6,O08,0.008695534,0.009274242,4.554406454
375,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y5,O08,0.014178456,0.017190769,13.58036134
376,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y6,O08,0.031457981,0.037065105,11.57226146
377,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y7,O08,0.01525361,0.018349254,13.02835715
378,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y8,O08,0.137315748,0.154809161,8.468781885
379,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y9,O08,0.117473634,0.129399744,6.831868948
380,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y4,O08,0.050704038,0.051439977,1.018928493
381,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y5,O08,0.089416888,0.090566434,0.903251703
382,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y6,O08,0.034802542,0.036251958,2.884805954
383,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y6,O08,0.009314086,0.011509114,14.90760022
384,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y7,O08,0.01005133,0.012249487,13.93968397
385,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y8,O08,0.017131401,0.020034779,11.04766569
386,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y5,O08,0.000456888,0.000566643,15.16484547
387,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y8,O08,0.001449169,0.001487413,1.841770965
388,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y9,O08,0.001825012,0.001762541,2.462610652
390,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y5,O08,0.000810713,0.000959837,11.91119104
392,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y10,O08,0.009450689,0.012297949,18.51441742
393,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y7,O08,0.008569121,0.010829674,16.47991055
394,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y9,O08,0.005948337,0.007321935,14.63843488
395,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y4,O08,0.001683278,0.00181669,5.390711018
396,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y5,O08,0.004789786,0.005469068,9.364096135
397,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y6,O08,0.001851639,0.001906643,2.069774555
398,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y3,O08,0.000605819,0.000645781,4.51533631
399,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y4,O08,0.010193254,0.012694802,15.45663246
400,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y5,O08,0.008902423,0.010759231,13.35555526
401,CHOYP_HS12A.25.33|m.60352 APTTLLLEPDGK y4,O08,0.00485753,0.006290699,18.18053702
402,CHOYP_HS12A.25.33|m.60352 APTTLLLEPDGK y6,O08,0.004194964,0.00514641,14.40417208
403,CHOYP_HS12A.25.33|m.60352 APTTLLLEPDGK y7,O08,0.006294014,0.008124056,17.95018158
404,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y4,O08,0.001864656,0.001743357,4.754490654
405,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y5,O08,0.00212133,0.00227634,4.984854392
406,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y6,O08,0.005516722,0.005937389,5.193883857
409,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y8,O08,0.020058931,0.024157063,13.10755016
410,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y7,O08,0.005053159,0.005914942,11.11171959
411,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y8,O08,0.011483563,0.013479138,11.30554222
412,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y9,O08,0.002630214,0.00318648,13.52451248
413,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y5,O08,0.002805226,0.002666597,3.58291772
414,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y7,O08,0.008359786,0.007570653,7.005477785
415,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y8,O08,0.004218361,0.004493403,4.46486408
416,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y6,O08,0.003057268,0.003406993,7.651071614
417,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y8,O08,0.003066128,0.002805338,6.281448642
418,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y9,O08,0.001927957,0.002368788,14.50932377
420,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y8,O08,0.004091568,0.005438462,19.98730006
421,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y9,O08,0.028325487,0.034414312,13.7247801
422,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y4,O08,0.000488124,0.000487739,0.055734202
423,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y5,O08,0.001677055,0.001715012,1.582496698
424,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y6,O08,0.00258133,0.002648065,1.804753288
425,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y6,O08,0.001600499,0.001798345,8.232115442
426,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y7,O08,0.000581164,0.000763636,19.18909797
427,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y8,O08,0.000907672,0.000906061,0.125660778
435,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y6,O08,0.05739772,0.076279604,19.97572645
437,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y7,O08,0.010328171,0.012457086,13.21354747
438,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y8,O08,0.031589525,0.037239487,11.60884484
439,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y9,O08,0.017194869,0.019567366,9.126803229
441,CHOYP_PDIA3.1.1|m.60223 IFFAVSNSK y5,O08,0.019443539,0.024205594,15.42885852
442,CHOYP_PDIA3.1.1|m.60223 IFFAVSNSK y6,O08,0.033771045,0.042109627,15.54089505
443,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y5,O08,0.012340808,0.014614592,11.92939774
444,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y6,O08,0.020383397,0.026238578,17.76088852
445,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y7,O08,0.019002043,0.023504895,14.98107176
446,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y3,O08,0.001143587,0.001113124,1.909035837
447,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y6,O08,0.003598741,0.004468019,15.23962716
448,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y7,O08,0.023219501,0.029382914,16.57030699
449,CHOYP_PSA.1.1|m.27259 SENDLPEDSTWK y4,O08,0.000584181,0.000687902,11.53104808
450,CHOYP_PSA.1.1|m.27259 SENDLPEDSTWK y7,O08,0.011776865,0.014019324,12.29374054
451,CHOYP_PSA.1.1|m.27259 SENDLPEDSTWK y8,O08,0.001361093,0.001589627,10.95313983
452,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y4,O08,0.00368019,0.004324545,11.3839638
453,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y6,O08,0.006749976,0.008231515,13.98533935
454,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y7,O08,0.006631425,0.008527786,17.69128091
455, ELGLNNDITNMNGGAIALGHPLAASGTR y10,O10,0.000686235,0.000583031,11.49899536
456, ELGLNNDITNMNGGAIALGHPLAASGTR y12,O10,0.000345106,0.000317589,5.872086015
457, ELGLNNDITNMNGGAIALGHPLAASGTR y8,O10,0.001176847,0.000941599,15.70447936
458, ITGHLAHELQR y5,O10,0.000492188,0.000497876,0.812428734
459, ITGHLAHELQR y6,O10,0.001243176,0.001358019,6.24374409
460, ITGHLAHELQR y7,O10,0.000844871,0.000973222,9.983883768
461, QYNLTPLAR y4,O10,0.004639882,0.005279833,9.123515815
462, QYNLTPLAR y5,O10,0.004645765,0.004939809,4.338201722
463, QYNLTPLAR y6,O10,0.002060024,0.001978425,2.85748362
464,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y4,O10,0.010519694,0.010319952,1.355481895
465,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y5,O10,0.007401812,0.007723532,3.008073278
466,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y6,O10,0.025457012,0.026411647,2.602839211
467,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VPAVDLFEK y4,O10,0.004599341,0.004316205,4.491196021
468,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VPAVDLFEK y5,O10,0.010135694,0.011112936,6.50408108
469,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VPAVDLFEK y6,O10,0.019940212,0.021695203,5.961108437
470,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y11,O10,0.000369624,0.000440716,12.40713554
471,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y8,O10,0.002658518,0.002850215,4.921290193
472,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y9,O10,0.001222918,0.001362148,7.616882586
473,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y6,O10,0.001174588,0.00126852,5.437334422
474,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y7,O10,0.002633412,0.002897208,6.745423496
475,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y8,O10,0.001931341,0.002211599,9.566743856
476,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y5,O10,0.000722282,0.000638425,8.715501854
477,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y7,O10,0.003150635,0.002846539,7.170986175
478,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y9,O10,0.001789435,0.00174537,1.762977983
479,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y5,O10,0.000997529,0.000979403,1.296661946
480,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y7,O10,0.002885506,0.003031074,3.479449117
481,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y8,O10,0.000840588,0.001009308,12.89832453
482,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y4,O10,0.0017932,0.001985871,7.210187494
483,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y5,O10,0.004644282,0.004809737,2.475019887
484,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y6,O10,0.008645506,0.00836568,2.326312147
485,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y4,O10,0.001833529,0.001723365,4.380106941
486,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y5,O10,0.012991224,0.01264043,1.935487884
487,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y6,O10,0.029137224,0.028040883,2.711631533
488,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y7,O10,0.005891035,0.005727947,1.985035893
489,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y8,O10,0.054486682,0.055568926,1.390682116
490,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y9,O10,0.046888635,0.050178902,4.793713873
491,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y4,O10,0.021229294,0.020557494,2.27361047
492,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y5,O10,0.0401604,0.038510811,2.965342021
493,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y6,O10,0.015117671,0.016290024,5.278827162
494,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y6,O10,0.005281294,0.005947422,8.389629353
495,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y7,O10,0.005899341,0.006858496,10.63229049
496,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y8,O10,0.0093352,0.010763819,10.0520919
500,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y4,O10,0.000658541,0.000699451,4.260358031
502,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y9,O10,0.001365906,0.001400764,1.781796826
503,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y10,O10,0.011168047,0.011357184,1.187467091
504,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y7,O10,0.010099765,0.00940926,5.005482975
505,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y9,O10,0.006880706,0.006355298,5.613767383
506,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y4,O10,0.001551224,0.00136463,9.049939908
507,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y5,O10,0.004653576,0.004651647,0.029327586
508,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y6,O10,0.001855506,0.001656086,8.031184516
510,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y4,O10,0.008965482,0.009376993,3.17276543
511,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y5,O10,0.0079076,0.008691026,6.674841732
512,CHOYP_HS12A.25.33|m.60352 APTTLLLEPDGK y4,O10,0.004682165,0.004857064,2.592930425
513,CHOYP_HS12A.25.33|m.60352 APTTLLLEPDGK y6,O10,0.003741906,0.004411146,11.60851084
514,CHOYP_HS12A.25.33|m.60352 APTTLLLEPDGK y7,O10,0.0058344,0.005934415,1.201845337
515,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y4,O10,0.001610494,0.001718019,4.568504582
516,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y5,O10,0.001951553,0.002126301,6.060312456
517,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y6,O10,0.005203059,0.004703222,7.135635373
518,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y5,O10,0.004816988,0.005071504,3.639979271
519,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y7,O10,0.018916259,0.020045609,4.09924335
520,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y8,O10,0.017396353,0.018763699,5.347668555
521,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y7,O10,0.003303976,0.003209761,2.045527842
522,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y8,O10,0.007084353,0.00788611,7.573950273
524,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y5,O10,0.001102047,0.000927279,12.17936344
525,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y7,O10,0.003440729,0.00275463,15.66157694
526,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y8,O10,0.001624612,0.001505847,5.365295593
527,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y6,O10,0.001831482,0.001685871,5.854554554
528,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y8,O10,0.001620847,0.001921885,12.01706772
529,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y9,O10,0.0010316,0.001156874,8.095299936
530,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y7,O10,0.001189882,0.001038663,9.596202648
531,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y8,O10,0.003217647,0.00333463,2.524907905
532,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y9,O10,0.020477412,0.02024957,0.791161836
534,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y5,O10,0.001568965,0.001488019,3.744684008
535,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y6,O10,0.002730635,0.002972601,5.999957747
536,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y6,O10,0.001625435,0.001654511,1.253645312
538,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y8,O10,0.000907835,0.000963079,4.175822886
542,CHOYP_PDIA1.1.1|m.5297 LITLGEDMTK y3,O10,0.005212376,0.005715251,6.508013175
543,CHOYP_PDIA1.1.1|m.5297 LITLGEDMTK y6,O10,0.059641553,0.062894224,3.753982807
544,CHOYP_PDIA1.1.1|m.5297 LITLGEDMTK y7,O10,0.026077812,0.029736706,9.270810973
545,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y5,O10,0.032098635,0.030161551,4.400003577
546,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y6,O10,0.058534988,0.055605394,3.629804033
547,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y7,O10,0.030144471,0.028584511,3.756435621
548,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y7,O10,0.010137741,0.01013506,0.018705993
549,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y8,O10,0.031045082,0.032690406,3.650774006
550,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y9,O10,0.016858259,0.017979952,4.553374101
551,CHOYP_PDIA3.1.1|m.60223 IFFAVSNSK y4,O10,0.012873435,0.012288329,3.288579975
552,CHOYP_PDIA3.1.1|m.60223 IFFAVSNSK y5,O10,0.021455671,0.0205642,3.000316492
553,CHOYP_PDIA3.1.1|m.60223 IFFAVSNSK y6,O10,0.036996518,0.037192005,0.372645978
554,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y5,O10,0.011717553,0.012214368,2.935836038
555,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y6,O10,0.020716,0.02108611,1.252124069
556,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y7,O10,0.017476071,0.017928974,1.809069305
557,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y3,O10,0.000982259,0.000868329,8.706453467
558,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y6,O10,0.003911388,0.003660239,4.690922247
559,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y7,O10,0.0233228,0.022844511,1.465112755
560,CHOYP_PSA.1.1|m.27259 SENDLPEDSTWK y4,O10,0.000562353,0.00065685,10.96114114
561,CHOYP_PSA.1.1|m.27259 SENDLPEDSTWK y7,O10,0.012264565,0.012814057,3.098654504
562,CHOYP_PSA.1.1|m.27259 SENDLPEDSTWK y8,O10,0.001511976,0.001706945,8.565828143
563,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y4,O10,0.0033764,0.003565967,3.861617434
564,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y6,O10,0.006467012,0.006713222,2.641787699
565,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y7,O10,0.007453553,0.006998831,4.449609123
568, ELGLNNDITNMNGGAIALGHPLAASGTR y8,O100,0.000515681,0.000674126,18.83291259
569, ITGHLAHELQR y5,O100,0.000338897,0.000424709,15.89255109
572, QYNLTPLAR y4,O100,0.004413826,0.004718089,4.711956462
573, QYNLTPLAR y5,O100,0.003654601,0.004414079,13.31152689
575,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y4,O100,0.009173357,0.011944662,18.55864146
576,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y5,O100,0.006700117,0.008115385,13.50943177
577,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y6,O100,0.023142793,0.0294238,16.89796413
582,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y8,O100,0.000584624,0.000678718,10.53303983
583,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y9,O100,0.000327817,0.000272168,13.11694516
586,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y8,O100,0.001178803,0.001458368,14.99202282
589,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y9,O100,0.000642394,0.000787179,14.32294535
590,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y5,O100,0.001011972,0.000977692,2.436520105
596,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y4,O100,0.000937394,0.001164709,15.29282384
597,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y5,O100,0.005990704,0.006845921,9.421937658
598,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y6,O100,0.013487371,0.014798345,6.554535706
599,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y7,O100,0.005981056,0.007005524,11.1562601
600,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y8,O100,0.056220775,0.065770769,11.07103938
601,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y9,O100,0.049110282,0.057090023,10.6262019
602,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y4,O100,0.0172227,0.018293963,4.265589201
603,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y5,O100,0.03336216,0.036126876,5.626643081
604,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y6,O100,0.01237331,0.013891422,8.174211228
606,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y7,O100,0.007233732,0.008805967,13.86232943
607,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y8,O100,0.012297582,0.014945408,13.74515461
608,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y5,O100,0.000348991,0.000311469,8.034445956
609,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y8,O100,0.000983991,0.001162331,11.75086714
610,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y9,O100,0.001091972,0.001036713,3.671157472
612,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y5,O100,0.000336596,0.000427529,16.82950654
614,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y10,O100,0.004359554,0.004755828,6.148018927
615,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y7,O100,0.004132488,0.004285105,2.564064419
616,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y9,O100,0.003080751,0.00280669,6.583183625
617,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y4,O100,0.001401127,0.001354825,2.375960541
618,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y5,O100,0.003286831,0.00350014,4.444756133
619,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y6,O100,0.001260704,0.001368741,5.810633412
621,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y4,O100,0.005062042,0.006264266,15.01107645
623,CHOYP_HS12A.25.33|m.60352 APTTLLLEPDGK y4,O100,0.002607629,0.003134499,12.97613568
628,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y6,O100,0.007804437,0.010027576,17.63117619
629,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y5,O100,0.003543826,0.00465627,19.18554867
630,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y7,O100,0.014840751,0.018651958,16.09263797
631,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y8,O100,0.013820211,0.017669021,17.28539728
632,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y7,O100,0.001918685,0.002150466,8.055425674
635,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y5,O100,0.000544131,0.0006662,14.26316596
636,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y7,O100,0.001367441,0.001756061,17.59533647
638,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y6,O100,0.000674718,0.000881935,18.82553572
639,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y8,O100,0.00054284,0.000653776,13.11088123
642,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y8,O100,0.001267371,0.001521888,12.90456367
644,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y4,O100,0.000306315,0.000396364,18.12332236
645,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y5,O100,0.001629953,0.001474103,7.100577453
646,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y6,O100,0.002287277,0.002209091,2.459136482
656,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y5,O100,0.011918709,0.014890513,15.67656615
657,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y6,O100,0.020353099,0.026534312,18.64371728
658,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y7,O100,0.010924671,0.013968834,17.2940558
659,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y7,O100,0.006447019,0.006537156,0.981760727
