,Protein.Name,Sample,Replicate1,Replicate2,CoV
2582,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y6,O22,0.001382188,0.001380146,0.104555686
2583,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y7,O22,0.003067412,0.003224355,3.527650959
2584,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y8,O22,0.002513929,0.002211241,9.059276312
2585,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y5,O22,0.000806988,0.000779124,2.484430328
2586,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y7,O22,0.003630329,0.003384793,4.949887243
2587,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y9,O22,0.002331624,0.002249951,2.521009125
2588,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y5,O22,0.001161412,0.001272725,6.46721135
2589,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y7,O22,0.003661271,0.00465837,16.94918529
2590,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y8,O22,0.001552353,0.001652847,4.434034493
2591,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y4,O22,0.002235929,0.002826837,16.5061833
2592,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y5,O22,0.005543412,0.007016594,16.58752336
2593,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y6,O22,0.009812776,0.012347445,16.17566384
2594,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y4,O22,0.002809859,0.002513552,7.871657428
2595,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y5,O22,0.019722729,0.017755742,7.422234772
2596,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y6,O22,0.040314565,0.036835864,6.376667213
2597,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y7,O22,0.008484447,0.007689757,6.948483607
2598,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y8,O22,0.075150306,0.073591168,1.482407057
2599,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y9,O22,0.066252894,0.064464063,1.935318041
2600,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y4,O22,0.027147624,0.032807421,13.35027321
2601,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y5,O22,0.049104824,0.061770122,16.1546293
2602,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y6,O22,0.021363765,0.02400472,8.232311654
2603,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y6,O22,0.012050894,0.016011022,19.95753395
2604,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y7,O22,0.013272847,0.016804258,16.60455394
2605,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y8,O22,0.021494212,0.027492798,17.31741153
2607,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y8,O22,0.002900306,0.002369319,14.25014645
2608,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y9,O22,0.003312235,0.002601752,16.9898131
2612,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y10,O22,0.014706376,0.016143869,6.589642573
2613,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y7,O22,0.012733271,0.013944891,6.422816478
2614,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y9,O22,0.008438541,0.009701582,9.846729255
2615,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y4,O22,0.001342353,0.001584477,11.69917577
2616,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y5,O22,0.004077882,0.005219586,17.36616018
2617,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y6,O22,0.001858706,0.002132628,9.705628221
2618,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y3,O22,0.000628612,0.000706594,8.259633349
2619,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y4,O22,0.010512047,0.01231292,11.15803826
2620,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y5,O22,0.009638847,0.010465815,5.817105456
2622,CHOYP_HS12A.25.33|m.60352 APTTLLLEPDGK y6,O22,0.005378635,0.006989392,18.4180839
2623,CHOYP_HS12A.25.33|m.60352 APTTLLLEPDGK y7,O22,0.007759412,0.010304988,19.92863467
2624,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y4,O22,0.005020871,0.005341922,4.381400576
2625,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y5,O22,0.0063212,0.006701922,4.134357412
2626,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y6,O22,0.015418329,0.016789659,6.021342826
2627,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y5,O22,0.006405012,0.0075918,11.9911068
2628,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y7,O22,0.024653718,0.030497616,14.98516757
2629,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y8,O22,0.022645129,0.027270487,13.10460215
2630,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y7,O22,0.004319882,0.004826642,7.835400493
2631,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y8,O22,0.009720071,0.012351217,16.85901812
2632,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y9,O22,0.002173882,0.002614842,13.02248519
2636,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y6,O22,0.002250918,0.002405061,4.681967006
2637,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y8,O22,0.001995906,0.002215888,7.38644405
2638,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y9,O22,0.001424235,0.001596472,8.063658198
2640,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y8,O22,0.003502024,0.004640925,19.77968278
2641,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y9,O22,0.023039741,0.028582725,15.18517722
2643,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y5,O22,0.001364871,0.001514891,7.367285064
2644,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y6,O22,0.002071412,0.002033212,1.316151902
2645,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y6,O22,0.001600918,0.001604282,0.148454104
2646,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y7,O22,0.000618824,0.000580511,4.517686429
2647,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y8,O22,0.000761365,0.000820414,5.279360644
2652,CHOYP_PDIA1.1.1|m.5297 LITLGEDMTK y6,O22,0.054273082,0.070889732,18.77513849
2654,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y5,O22,0.030512847,0.034777372,9.237140636
2655,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y6,O22,0.052025224,0.062481727,12.9142638
2656,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y7,O22,0.026490329,0.030585134,10.14609011
2657,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y7,O22,0.009210729,0.0112009,13.78883817
2658,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y8,O22,0.027858188,0.034949635,15.96746985
2659,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y9,O22,0.015583859,0.018609197,12.51269967
2660,CHOYP_PDIA3.1.1|m.60223 IFFAVSNSK y4,O22,0.012353224,0.015977835,18.0931261
2662,CHOYP_PDIA3.1.1|m.60223 IFFAVSNSK y6,O22,0.034709059,0.043690146,16.20064298
2663,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y5,O22,0.0118788,0.014994915,16.39837253
2664,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y6,O22,0.020543694,0.026904891,18.95965977
2665,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y7,O22,0.018737459,0.02250292,12.91250479
2666,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y3,O22,0.001143318,0.001308808,9.544307792
2667,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y6,O22,0.003956824,0.005126642,18.21302184
2669,CHOYP_PSA.1.1|m.27259 SENDLPEDSTWK y4,O22,0.000785835,0.000860195,6.388705514
2671,CHOYP_PSA.1.1|m.27259 SENDLPEDSTWK y8,O22,0.001451529,0.001893601,18.68936411
2672,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y4,O22,0.004575624,0.004527616,0.745817
2673,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y6,O22,0.007719153,0.008228297,4.515068006
2674,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y7,O22,0.007979576,0.008296886,2.757005389
2676, ELGLNNDITNMNGGAIALGHPLAASGTR y12,O24,0.000411281,0.000501823,14.023121
2679, ITGHLAHELQR y6,O24,0.000843678,0.00097554,10.25054411
2680, ITGHLAHELQR y7,O24,0.000621471,0.000489664,16.77593702
2681, QYNLTPLAR y4,O24,0.004992316,0.004199568,12.19678731
2682, QYNLTPLAR y5,O24,0.004334087,0.004178513,2.584578819
2684,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y4,O24,0.010420082,0.010383309,0.249978546
2685,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y5,O24,0.007404796,0.007365468,0.376555315
2686,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y6,O24,0.025922779,0.026163046,0.652361408
2688,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VPAVDLFEK y5,O24,0.015773542,0.020656619,18.95603202
2689,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VPAVDLFEK y6,O24,0.032589837,0.03993283,14.31905519
2691,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y8,O24,0.001379673,0.001708657,15.0648956
2693,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y6,O24,0.001298883,0.001171199,7.310371111
2694,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y7,O24,0.002370463,0.002758969,10.71132043
2701,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y8,O24,0.000749673,0.00085952,9.653757239
2702,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y4,O24,0.001621962,0.001706043,3.572979367
2703,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y5,O24,0.0041297,0.004825827,10.99290159
2704,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y6,O24,0.00813218,0.007971439,1.411621134
2705,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y4,O24,0.003009755,0.002588153,10.65101888
2706,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y5,O24,0.023097793,0.020297026,9.127545835
2707,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y6,O24,0.04913346,0.043039832,9.349445615
2708,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y7,O24,0.011893787,0.009193381,18.11030715
2709,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y8,O24,0.10349297,0.085646475,13.34399368
2710,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y9,O24,0.089993106,0.073548225,14.22060912
2711,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y4,O24,0.035108229,0.033192302,3.967069534
2712,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y5,O24,0.068945613,0.066104221,2.975446645
2713,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y6,O24,0.025778202,0.022776235,8.743633342
2714,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y6,O24,0.008196185,0.009659712,11.59135043
2715,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y7,O24,0.008632779,0.009844221,9.272266978
2716,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y8,O24,0.01592673,0.017291055,5.808475095
2718,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y8,O24,0.001603624,0.001231271,18.57517343
2720,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y4,O24,0.000617629,0.000745947,13.30829409
2721,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y5,O24,0.000621771,0.000704868,8.858240123
2723,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y10,O24,0.010364332,0.010865516,3.338601507
2724,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y7,O24,0.009183188,0.010145156,7.038513017
2725,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y9,O24,0.006359046,0.006892566,5.693727489
2726,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y4,O24,0.001540926,0.001553933,0.59433591
2727,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y5,O24,0.004037738,0.005209496,17.92012492
2728,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y6,O24,0.001891063,0.001903717,0.471594227
2729,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y3,O24,0.000445232,0.00044705,0.28826133
2730,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y4,O24,0.008411526,0.009327986,7.30611874
2731,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y5,O24,0.007772807,0.008701679,7.973684948
2732,CHOYP_HS12A.25.33|m.60352 APTTLLLEPDGK y4,O24,0.00424188,0.005580695,19.27570619
2733,CHOYP_HS12A.25.33|m.60352 APTTLLLEPDGK y6,O24,0.003612343,0.004494077,15.38236784
2734,CHOYP_HS12A.25.33|m.60352 APTTLLLEPDGK y7,O24,0.005803379,0.006191103,4.571477701
2735,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y4,O24,0.00480752,0.005400815,8.219221315
2736,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y5,O24,0.005410926,0.005756019,4.370352198
2737,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y6,O24,0.014617221,0.014952566,1.603832284
2738,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y5,O24,0.005899564,0.005696523,2.476211979
2739,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y7,O24,0.023027003,0.023779185,2.272660823
2740,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y8,O24,0.02224624,0.023688321,4.439818846
2741,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y7,O24,0.004530926,0.005202038,9.751351466
2742,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y8,O24,0.010416894,0.011585827,7.513260531
2743,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y9,O24,0.002355177,0.002638753,8.03048611
2744,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y5,O24,0.000884959,0.000933141,3.747875373
2745,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y7,O24,0.002634441,0.002036763,18.09481028
2747,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y6,O24,0.001348311,0.001567002,10.60870193
2748,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y8,O24,0.001296458,0.001305588,0.496203372
2750,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y7,O24,0.000824469,0.000963357,10.98642786
2751,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y8,O24,0.002671662,0.003084053,10.13268442
2752,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y9,O24,0.017182861,0.01911741,7.536763228
2754,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y5,O24,0.001086866,0.001032374,3.636390763
2755,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y6,O24,0.001567766,0.001287674,13.87210717
2756,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y6,O24,0.001191662,0.00151048,16.68587597
2757,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y7,O24,0.000455095,0.00049235,5.560866171
2762,CHOYP_PDIA1.1.1|m.5297 LITLGEDMTK y3,O24,0.004526594,0.005752878,16.87077974
2763,CHOYP_PDIA1.1.1|m.5297 LITLGEDMTK y6,O24,0.05121842,0.065628465,17.44067201
2764,CHOYP_PDIA1.1.1|m.5297 LITLGEDMTK y7,O24,0.022711172,0.029809952,19.11457862
2765,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y5,O24,0.026991826,0.033055612,14.28118945
2766,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y6,O24,0.049658883,0.058351271,11.3812385
2767,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y7,O24,0.02563079,0.029748609,10.51559865
2768,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y7,O24,0.01020455,0.010489544,1.947619946
2769,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y8,O24,0.030752044,0.03065199,0.230435311
2770,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y9,O24,0.017332997,0.016914245,1.729207007
2771,CHOYP_PDIA3.1.1|m.60223 IFFAVSNSK y4,O24,0.01099752,0.012396595,8.45763911
2772,CHOYP_PDIA3.1.1|m.60223 IFFAVSNSK y5,O24,0.019234959,0.022741391,11.81342196
2773,CHOYP_PDIA3.1.1|m.60223 IFFAVSNSK y6,O24,0.034018338,0.039239089,10.07850945
2774,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y5,O24,0.009447084,0.009186115,1.980692622
2775,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y6,O24,0.016343569,0.016961703,2.624726466
2776,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y7,O24,0.01401267,0.015098225,5.273650073
2777,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y3,O24,0.000585041,0.000691559,11.80002164
2778,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y6,O24,0.002951362,0.003525516,12.53652191
2779,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y7,O24,0.017808801,0.022078297,15.13767551
2781,CHOYP_PSA.1.1|m.27259 SENDLPEDSTWK y7,O24,0.011740272,0.011906475,0.993987043
2782,CHOYP_PSA.1.1|m.27259 SENDLPEDSTWK y8,O24,0.001545995,0.001441055,4.968337643
2783,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y4,O24,0.002949292,0.003421367,10.47953475
2784,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y6,O24,0.005677738,0.006809448,12.81697535
2785,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y7,O24,0.005758338,0.006561511,9.219740133
2786, ELGLNNDITNMNGGAIALGHPLAASGTR y10,O26,0.000836324,0.000848671,1.036316909
2787, ELGLNNDITNMNGGAIALGHPLAASGTR y12,O26,0.000383676,0.000505781,19.41434592
2789, ITGHLAHELQR y5,O26,0.000347969,0.000297156,11.13898253
2790, ITGHLAHELQR y6,O26,0.000988946,0.000868695,9.154683791
2791, ITGHLAHELQR y7,O26,0.000708792,0.00064021,7.189730085
2792, QYNLTPLAR y4,O26,0.002663702,0.002815874,3.927387278
2793, QYNLTPLAR y5,O26,0.00215982,0.002839464,19.22598357
2795,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y4,O26,0.008454576,0.009834895,10.67316948
2796,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y5,O26,0.005824344,0.007734639,19.92453241
2797,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y6,O26,0.021209306,0.025611329,13.29627491
2798,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VPAVDLFEK y4,O26,0.005722211,0.007275431,16.89987618
2800,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VPAVDLFEK y6,O26,0.026290437,0.032851888,15.68976719
2801,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y11,O26,0.000257198,0.000201585,17.14284513
2802,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y8,O26,0.001517841,0.001374289,7.019484074
2803,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y9,O26,0.000685347,0.000583333,11.3715933
2804,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y6,O26,0.001507661,0.00157676,3.168215154
2805,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y7,O26,0.002805039,0.003113566,7.372080127
2806,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y8,O26,0.001898715,0.002071958,6.170318461
2808,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y7,O26,0.001868278,0.002325897,15.43026025
2809,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y9,O26,0.001428792,0.001617599,8.76492379
2810,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y5,O26,0.00082437,0.001087459,19.4611545
2811,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y7,O26,0.002270283,0.002299977,0.918843573
2812,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y8,O26,0.00090401,0.000976061,5.419718212
2813,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y4,O26,0.001282674,0.001541212,12.94771955
2814,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y5,O26,0.003383856,0.003863217,9.3543763
2815,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y6,O26,0.006712494,0.006905385,2.003169099
2816,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y4,O26,0.001746761,0.001735291,0.46582854
2817,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y5,O26,0.012555141,0.014087855,8.135665307
2818,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y6,O26,0.026226015,0.0302162,9.997789268
2819,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y7,O26,0.009650591,0.008191049,11.56902899
2820,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y8,O26,0.088740771,0.071823753,14.90010128
2821,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y9,O26,0.077046607,0.061631259,15.72031273
2822,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y4,O26,0.032345321,0.030376154,4.439983855
2823,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y5,O26,0.059855656,0.059522075,0.395178131
2824,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y6,O26,0.028719794,0.026808555,4.86760539
2825,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y6,O26,0.006994165,0.008248508,11.637787
2826,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y7,O26,0.00783928,0.008160956,2.843194717
2827,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y8,O26,0.013393393,0.014313147,4.694660243
2828,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y5,O26,0.000291671,0.000309231,4.132677946
2829,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y8,O26,0.001119794,0.000956783,11.1015621
2830,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y9,O26,0.001003008,0.001175082,11.17260001
2831,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y4,O26,0.000690977,0.0007138,2.297599075
2832,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y5,O26,0.000439203,0.000573054,18.70012149
2833,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y9,O26,0.000929486,0.001092751,11.41761559
2834,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y10,O26,0.008375887,0.008482168,0.891585376
2835,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y7,O26,0.007469794,0.007545874,0.716538587
2836,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y9,O26,0.004878303,0.005049487,2.438513426
2837,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y4,O26,0.001452519,0.00139634,2.788801466
2838,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y5,O26,0.004180231,0.003904056,4.831236292
2839,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y6,O26,0.001597172,0.001530373,3.020530042
2840,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y3,O26,0.000552442,0.000492704,8.083325972
2841,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y4,O26,0.007247866,0.00939641,18.25552438
2842,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y5,O26,0.007141928,0.008349883,11.02716073
2846,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y4,O26,0.00234437,0.00237007,0.770927922
2847,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y5,O26,0.002808406,0.003071585,6.329791502
2848,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y6,O26,0.007359743,0.007595548,2.229835784
2849,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y5,O26,0.004831028,0.005162005,4.683976271
2850,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y7,O26,0.017219949,0.018832984,6.327297024
2851,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y8,O26,0.016901568,0.016878392,0.097029547
2852,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y7,O26,0.003148072,0.003228182,1.776786559
2853,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y8,O26,0.007304165,0.007711748,3.83866398
2854,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y9,O26,0.001720411,0.001743357,0.936829504
2855,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y5,O26,0.001049537,0.000956923,6.527727047
2856,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y7,O26,0.002726941,0.002468159,7.044591539
2857,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y8,O26,0.00162455,0.00139662,10.66943583
2858,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y6,O26,0.001862905,0.001750629,4.39407912
2859,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y8,O26,0.001613136,0.001534126,3.550309326
2860,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y9,O26,0.001194936,0.000939068,16.95649577
2862,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y8,O26,0.002411902,0.002735921,8.901457104
2863,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y9,O26,0.015326941,0.017080443,7.652041125
2864,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y4,O26,0.00031838,0.000259347,14.45065904
2865,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y5,O26,0.001092545,0.000827529,19.51950729
2867,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y6,O26,0.001313059,0.001326807,0.736467808
2868,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y7,O26,0.000450437,0.000497226,6.982414193
2869,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y8,O26,0.000664704,0.000687436,2.377507342
